27.04;13;-3;23.46;24.03;
27.12;13;-3;23.46;24.15;
27.04;13;-3;23.57;24.26;
27.04;13;-3;23.46;24.15;
27.04;13;-3;23.57;24.26;
27.16;13;-3;23.57;24.15;
27.16;13;-3;23.57;24.26;
27.28;13;-3;23.57;24.15;
27.40;13;-3;23.57;24.26;
27.40;13;-3;23.57;24.15;
27.48;13;-3;23.46;24.15;
27.57;13;-3;23.46;24.26;
27.61;12;-3;23.57;24.26;
27.04;13;-3;23.57;24.26;
27.12;13;-3;23.57;24.26;
27.12;13;-3;23.46;24.26;
27.20;13;-3;23.57;24.26;
27.20;13;-3;23.57;24.26;
27.32;13;-3;23.57;24.15;
27.32;13;-3;23.46;24.26;
27.32;13;-3;23.57;24.26;
27.32;13;-3;23.57;24.26;
27.24;12;-3;23.57;24.15;
27.32;13;-3;23.46;24.26;
27.40;13;-3;23.57;24.15;
27.40;13;-3;23.69;24.26;
27.36;13;-3;23.57;24.26;
27.40;13;-3;23.57;24.26;
27.40;13;-3;23.57;24.15;
27.40;13;-3;23.57;24.15;
27.36;13;-3;23.57;24.26;
27.36;12;-3;23.57;24.38;
27.40;12;-3;23.57;24.38;
27.40;12;-3;23.69;24.26;
27.40;12;-3;23.69;24.38;
27.48;12;-3;23.57;24.26;
27.52;13;-3;23.57;24.38;
27.52;13;-2;23.69;24.38;
27.61;13;-3;23.69;24.38;
27.61;13;-3;23.57;24.26;
27.65;12;-3;23.69;24.38;
27.65;12;-3;23.69;24.38;
27.04;12;-3;23.69;24.38;
27.04;12;-3;23.69;24.38;
27.04;12;-3;23.69;24.26;
27.04;12;-3;23.69;24.38;
27.12;12;-3;23.69;24.38;
27.12;12;-3;23.69;24.38;
27.16;12;-4;23.69;24.38;
27.16;12;-3;23.69;24.38;
27.16;12;-3;23.57;24.26;
27.24;12;-3;23.69;24.38;
27.24;12;-3;23.69;24.38;
27.24;12;-4;23.69;24.38;
27.24;12;-4;23.69;24.38;
27.24;12;-4;23.69;24.38;
27.24;12;-4;23.69;24.38;
27.24;12;-4;23.69;24.38;
27.28;12;-4;23.69;24.38;
27.28;12;-4;23.69;24.38;
27.28;12;-4;23.69;24.38;
27.28;12;-4;23.69;24.38;
27.32;12;-4;23.69;24.38;
27.32;12;-4;23.69;24.38;
27.28;12;-4;23.69;24.38;
27.32;12;-4;23.57;24.38;
27.40;12;-4;23.80;24.38;
27.40;12;-4;23.69;24.38;
27.40;12;-4;23.69;24.38;
27.40;12;-4;23.69;24.38;
27.40;12;-4;23.69;24.38;
27.40;12;-4;23.69;24.38;
27.32;12;-4;23.69;24.38;
27.40;12;-4;23.69;24.38;
27.40;12;-4;23.69;24.38;
27.40;12;-4;23.69;24.38;
27.40;12;-4;23.69;24.38;
27.40;12;-4;23.69;24.26;
27.40;12;-4;23.69;24.38;
27.40;12;-4;23.80;24.38;
27.40;12;-4;23.69;24.38;
27.40;12;-4;23.69;24.38;
27.40;12;-4;23.80;24.38;
27.44;11;-4;23.80;24.49;
27.44;12;-4;23.80;24.38;
27.44;11;-4;23.80;24.38;
27.44;11;-4;23.69;24.38;
27.40;11;-4;23.69;24.38;
27.40;11;-4;23.80;24.38;
27.44;12;-4;23.69;24.38;
27.52;12;-4;23.80;24.38;
27.57;11;-4;23.80;24.38;
27.52;11;-4;23.69;24.38;
27.52;11;-4;23.69;24.38;
27.52;11;-4;23.80;24.49;
27.52;11;-4;23.69;24.38;
27.57;11;-4;23.69;24.38;
27.57;11;-4;23.80;24.38;
27.57;11;-4;23.80;24.38;
27.04;11;-4;23.80;24.38;
27.61;11;-4;23.80;24.49;
27.61;11;-4;23.69;24.38;
27.61;11;-4;23.69;24.38;
27.61;11;-4;23.80;24.49;
27.61;11;-4;23.69;24.38;
27.61;11;-4;23.80;24.38;
27.57;12;-4;23.80;24.38;
27.57;12;-4;23.80;24.26;
27.57;12;-4;23.80;24.38;
27.61;12;-4;23.80;24.49;
27.61;11;-4;23.80;24.49;
27.61;11;-4;23.80;24.49;
27.61;11;-4;23.80;24.49;
27.61;11;-4;23.80;24.38;
27.61;11;-4;23.69;24.38;
27.04;11;-5;23.80;24.26;
27.04;11;-4;23.69;24.38;
27.04;11;-4;23.80;24.38;
27.04;12;-4;23.80;24.49;
27.04;12;-4;23.80;24.49;
27.08;12;-4;23.80;24.38;
27.08;11;-4;23.80;24.49;
27.08;11;-4;23.80;24.60;
27.16;11;-4;23.80;24.49;
27.16;11;-4;23.80;24.38;
27.16;12;-4;23.80;24.49;
27.08;12;-4;23.80;24.38;
27.04;12;-4;23.80;24.38;
27.04;12;-4;23.80;24.38;
27.57;12;-4;23.80;24.38;
27.57;12;-4;23.80;24.26;
27.52;11;-4;23.80;24.26;
27.52;12;-4;23.69;24.26;
27.52;11;-4;23.69;24.26;
27.40;12;-4;23.80;24.26;
27.44;11;-4;23.69;24.26;
27.40;11;-4;23.69;24.26;
27.40;11;-4;23.69;24.26;
27.40;11;-4;23.69;24.26;
27.32;11;-4;23.69;24.26;
27.28;12;-4;23.69;24.15;
27.28;12;-4;23.69;24.15;
27.24;11;-4;23.69;24.26;
27.24;12;-4;23.69;24.15;
27.24;12;-4;23.69;24.15;
27.24;11;-4;23.57;24.15;
27.24;11;-4;23.69;24.15;
27.24;11;-4;23.69;24.15;
27.24;11;-4;23.69;24.26;
27.24;11;-4;23.69;24.26;
27.12;12;-4;23.57;24.26;
27.12;12;-4;23.69;24.15;
27.12;11;-4;23.57;24.15;
27.12;11;-4;23.69;24.26;
27.12;11;-4;23.57;24.15;
27.04;11;-4;23.57;24.15;
27.04;11;-4;23.69;24.15;
27.04;11;-4;23.57;24.15;
27.04;11;-4;23.57;24.15;
27.12;11;-4;23.57;24.15;
27.04;11;-4;23.57;24.03;
27.65;11;-4;23.57;24.15;
27.65;11;-4;23.57;24.15;
27.65;11;-4;23.57;24.15;
27.65;11;-4;23.69;24.15;
27.61;11;-4;23.57;24.15;
27.61;12;-4;23.57;24.15;
27.65;12;-4;23.57;24.03;
27.61;11;-4;23.57;24.15;
27.61;11;-4;23.57;24.03;
27.52;11;-4;23.57;24.03;
27.52;11;-4;23.57;24.03;
