31.43;14;0;21.97;22.66;
31.31;14;0;21.97;22.66;
31.27;13;0;21.97;22.66;
31.27;13;0;21.97;22.54;
31.23;14;0;21.97;22.66;
31.11;14;0;21.97;22.54;
31.15;14;0;21.97;22.54;
31.15;13;0;21.97;22.66;
31.15;13;0;21.97;22.54;
31.15;13;0;21.97;22.54;
31.11;13;0;21.85;22.54;
31.11;13;0;21.97;22.54;
31.11;13;0;21.85;22.43;
31.11;14;0;21.85;22.43;
31.11;13;0;21.74;22.54;
31.03;13;0;21.85;22.43;
31.03;13;0;21.85;22.43;
30.99;13;0;21.85;22.43;
30.99;13;0;21.74;22.43;
30.99;13;0;21.74;22.54;
30.99;13;0;21.74;22.43;
30.99;13;0;21.74;22.43;
30.95;13;0;21.85;22.43;
30.95;13;0;21.74;22.43;
30.95;13;0;21.74;22.43;
30.95;13;0;21.85;22.43;
31.51;13;0;21.74;22.43;
30.95;13;0;21.74;22.43;
31.51;13;0;21.74;22.43;
31.51;13;0;21.74;22.31;
31.47;13;0;21.74;22.31;
31.47;13;0;21.74;22.31;
31.51;13;0;21.63;22.31;
31.51;13;0;21.63;22.43;
31.47;13;0;21.74;22.31;
31.47;13;0;21.63;22.31;
31.39;13;0;21.74;22.31;
31.47;13;0;21.63;22.31;
31.39;13;0;21.63;22.31;
31.39;13;0;21.74;22.31;
31.47;13;0;21.74;22.31;
31.39;13;0;21.74;22.31;
31.47;13;0;21.63;22.43;
31.47;13;0;21.63;22.31;
31.39;13;0;21.63;22.31;
31.47;13;0;21.51;22.31;
31.39;13;0;21.74;22.31;
31.39;13;0;21.74;22.31;
31.39;13;0;21.74;22.31;
31.39;13;0;21.63;22.31;
31.35;13;0;21.63;22.31;
31.39;13;0;21.63;22.31;
31.35;13;0;21.63;22.31;
31.35;13;0;21.63;22.31;
31.35;13;0;21.63;22.31;
31.35;13;0;21.74;22.31;
31.35;13;0;21.63;22.31;
31.35;13;0;21.63;22.31;
31.35;13;0;21.63;22.31;
31.35;13;0;21.51;22.31;
31.35;13;0;21.51;22.31;
31.35;13;0;21.51;22.31;
31.35;13;0;21.63;22.31;
31.35;13;0;21.63;22.31;
31.39;13;0;21.63;22.31;
31.35;13;0;21.63;22.31;
31.35;13;0;21.63;22.20;
31.39;13;0;21.63;22.20;
31.39;13;0;21.63;22.20;
31.35;13;0;21.63;22.31;
31.35;13;0;21.74;22.20;
31.31;13;0;21.63;22.20;
31.31;13;0;21.63;22.31;
31.31;13;0;21.63;22.31;
31.31;13;0;21.63;22.20;
31.23;13;0;21.51;22.20;
31.23;13;0;21.51;22.20;
31.31;13;0;21.63;22.20;
31.31;13;0;21.51;22.20;
31.23;13;0;21.51;22.31;
31.19;13;0;21.51;22.31;
31.11;13;0;21.51;22.20;
31.23;13;0;21.63;22.20;
31.19;13;0;21.51;22.20;
31.23;13;0;21.63;22.20;
31.31;13;0;21.63;22.20;
31.19;13;0;21.51;22.20;
31.23;13;0;21.63;22.20;
31.11;13;0;21.51;22.20;
31.11;13;0;21.51;22.20;
31.11;13;0;21.63;22.31;
31.19;13;0;21.63;22.20;
31.11;13;0;21.51;22.20;
31.11;13;0;21.51;22.20;
31.11;13;0;21.63;22.20;
31.11;13;0;21.63;22.31;
31.07;13;0;21.63;22.20;
31.11;13;0;21.63;22.20;
31.11;13;0;21.63;22.20;
31.19;13;0;21.51;22.20;
31.11;13;0;21.51;22.20;
31.07;13;0;21.63;22.20;
31.07;13;0;21.51;22.20;
31.03;13;0;21.51;22.20;
31.07;13;0;21.51;22.20;
31.03;13;0;21.63;22.20;
31.07;13;0;21.51;22.20;
31.03;13;0;21.51;22.20;
31.03;13;0;21.51;22.20;
30.95;13;0;21.51;22.20;
