24.46;33;7;25.18;25.86;
25.03;32;7;25.18;25.86;
25.03;31;7;25.18;25.98;
24.87;31;6;25.18;25.98;
24.83;31;6;25.18;25.98;
24.62;31;6;25.18;25.98;
24.54;31;6;25.18;25.98;
25.07;31;7;25.18;25.98;
24.95;31;6;25.29;25.98;
24.79;31;6;25.18;25.98;
24.70;31;6;25.18;25.98;
24.62;31;6;25.29;25.98;
24.50;31;6;25.06;25.98;
24.46;31;6;25.18;25.98;
24.34;31;6;25.18;25.98;
24.26;31;6;25.18;25.98;
24.22;31;6;25.18;25.86;
24.18;31;6;25.18;25.98;
24.10;32;6;25.18;25.98;
24.10;32;6;25.18;25.98;
23.98;32;6;25.29;25.86;
24.06;31;6;25.18;25.98;
23.94;32;6;25.18;25.98;
23.94;32;6;25.18;26.09;
23.82;32;6;25.29;25.98;
23.82;32;6;25.18;25.98;
23.82;32;6;25.06;25.98;
23.82;32;6;25.18;25.98;
24.42;32;6;25.18;25.98;
24.42;32;6;25.06;26.09;
24.34;32;6;25.18;25.98;
24.42;32;6;25.18;25.98;
24.34;32;6;25.18;25.98;
24.30;32;6;25.06;25.98;
24.30;32;6;25.18;26.09;
24.34;32;6;25.18;25.98;
24.30;32;6;25.18;25.98;
24.30;32;6;25.06;25.98;
24.30;32;6;25.18;25.98;
24.26;32;6;25.18;25.98;
24.30;32;6;25.18;25.98;
24.26;32;6;25.18;25.98;
24.26;32;6;25.18;25.98;
24.26;32;6;25.18;26.09;
24.18;32;6;25.18;26.09;
24.14;32;6;25.06;25.98;
24.14;32;6;25.06;25.98;
24.14;32;6;25.18;25.98;
24.14;32;6;25.18;26.09;
24.06;32;6;25.06;25.98;
24.06;32;6;25.18;26.09;
24.06;32;6;25.18;26.09;
24.06;32;6;25.18;26.09;
24.06;32;6;25.18;26.09;
24.14;32;6;25.06;26.09;
24.18;32;6;25.18;26.09;
24.18;32;6;25.18;26.09;
24.18;32;6;25.06;26.09;
24.18;32;6;25.18;25.98;
24.26;32;6;25.18;26.09;
24.26;32;6;25.18;25.98;
24.26;32;6;25.18;25.86;
24.26;32;6;25.18;26.09;
24.26;32;6;25.06;25.98;
24.26;32;6;25.06;25.98;
24.18;32;6;25.06;25.98;
24.14;32;6;25.06;25.98;
24.14;32;6;25.06;25.86;
24.06;32;6;25.18;25.86;
24.06;32;6;24.95;25.86;
24.02;32;6;25.18;25.86;
24.02;32;6;25.06;25.86;
23.98;32;6;24.95;25.86;
24.02;32;6;25.18;25.86;
23.98;32;6;25.06;25.86;
23.86;32;6;24.95;25.86;
23.90;32;6;24.95;25.86;
23.90;32;6;24.95;25.86;
23.90;32;6;25.06;25.98;
23.90;32;6;25.06;25.98;
23.90;32;6;24.95;25.86;
23.90;32;6;25.06;25.98;
23.98;32;6;25.06;25.86;
23.98;32;6;25.06;25.98;
24.02;32;6;25.06;25.98;
24.02;32;6;25.06;25.98;
24.06;32;6;25.06;26.09;
24.06;32;6;24.95;26.09;
24.14;32;6;25.06;25.98;
24.18;32;6;25.06;25.98;
24.18;32;6;25.06;26.09;
24.26;32;6;25.06;25.98;
24.26;32;6;25.18;25.98;
24.26;32;6;25.18;25.86;
24.26;32;6;25.06;25.98;
24.26;32;6;25.06;25.86;
24.26;32;6;25.06;25.86;
24.30;32;6;25.18;25.86;
24.18;32;6;25.06;25.98;
24.26;32;6;25.18;25.86;
24.18;32;6;25.06;25.98;
24.18;32;6;25.06;25.98;
24.26;32;6;25.06;25.98;
24.18;32;6;24.95;25.98;
24.18;32;6;25.06;25.98;
24.18;32;6;25.06;25.98;
24.14;32;6;25.06;25.98;
24.14;32;6;24.95;25.98;
24.18;32;6;25.06;25.98;
24.14;32;6;25.06;26.09;
24.18;32;6;25.06;26.09;
24.18;32;6;25.18;26.09;
24.26;32;6;25.06;26.09;
24.18;32;6;25.18;25.98;
24.26;32;6;25.06;26.09;
24.30;32;6;25.06;25.98;
24.30;32;6;25.06;26.09;
24.30;32;6;25.06;26.09;
24.30;32;6;25.18;26.09;
24.30;32;6;25.18;26.09;
24.34;32;6;25.18;26.09;
24.30;32;6;25.18;26.09;
24.34;32;6;25.18;26.09;
24.30;32;6;25.18;26.09;
24.34;32;6;25.18;26.09;
24.34;32;6;25.18;26.09;
24.34;32;6;25.29;26.21;
24.34;32;6;25.29;26.21;
24.34;32;6;25.18;26.21;
24.42;32;6;25.29;26.21;
24.42;32;6;25.29;26.21;
24.34;32;6;25.29;26.21;
24.42;32;6;25.18;26.21;
24.42;32;6;25.29;26.21;
23.82;32;6;25.29;26.32;
23.82;32;6;25.29;26.32;
23.90;32;6;25.18;26.32;
23.90;31;6;25.29;26.32;
23.90;31;6;25.29;26.21;
23.94;31;6;25.29;26.21;
23.90;31;6;25.29;26.32;
23.94;31;6;25.41;26.32;
23.94;31;6;25.29;26.32;
23.94;31;6;25.29;26.32;
23.98;31;6;25.29;26.21;
23.98;32;6;25.29;26.32;
23.98;31;6;25.41;26.32;
24.06;32;6;25.29;26.32;
24.06;31;6;25.41;26.32;
24.06;31;6;25.41;26.32;
24.06;31;6;25.29;26.32;
24.06;31;6;25.41;26.32;
24.06;31;6;25.41;26.32;
24.10;31;6;25.41;26.32;
24.10;31;6;25.41;26.32;
24.10;31;6;25.41;26.32;
24.06;31;6;25.29;26.21;
24.10;31;6;25.41;26.21;
24.10;31;6;25.41;26.32;
24.10;31;6;25.41;26.32;
24.10;31;6;25.29;26.21;
24.10;31;6;25.29;26.32;
24.10;31;6;25.41;26.21;
24.10;31;6;25.41;26.32;
24.10;31;6;25.41;26.32;
24.18;31;6;25.29;26.21;
24.18;31;6;25.41;26.32;
24.10;31;6;25.29;26.21;
24.18;31;6;25.41;26.21;
24.10;31;6;25.29;26.21;
24.10;31;6;25.41;26.21;
24.10;31;6;25.29;26.32;
24.10;31;6;25.29;26.21;
24.10;32;6;25.29;26.21;
24.06;32;6;25.41;26.21;
24.10;32;6;25.29;26.21;
24.06;32;6;25.29;26.32;
23.98;32;6;25.41;26.32;
24.06;31;6;25.41;26.21;
23.98;32;6;25.41;26.21;
23.94;32;6;25.41;26.21;
23.98;32;6;25.41;26.32;
23.94;32;6;25.29;26.21;
23.94;32;6;25.29;26.21;
23.90;32;6;25.29;26.21;
23.94;32;6;25.29;26.21;
23.90;32;6;25.41;26.21;
23.94;32;6;25.41;26.21;
23.94;32;6;25.41;26.21;
23.94;32;6;25.41;26.21;
23.98;32;6;25.41;26.09;
23.94;32;6;25.41;26.21;
23.90;32;6;25.29;26.21;
23.94;32;6;25.29;26.09;
23.82;32;6;25.29;26.09;
24.42;32;6;25.29;26.09;
24.42;32;6;25.29;25.98;
24.34;32;6;25.29;26.09;
24.26;32;6;25.29;26.09;
